Label,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
31468,73,Self-emp-not-inc,46514,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,less
48237,72,Private,74749,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,17,United-States,less
36851,72,Private,76206,9th,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,16,United-States,less
13766,72,Private,177769,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,less
42331,79,Private,160758,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,less
9898,76,Private,93125,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,1424,0,24,United-States,less
10499,74,Self-emp-not-inc,119129,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,United-States,less
13426,75,Self-emp-not-inc,92792,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,less
13624,71,Private,212806,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,36,United-States,less
13911,73,Self-emp-inc,80986,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,less
15982,74,Self-emp-not-inc,146929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,less
16199,70,Private,278139,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,3432,0,40,United-States,less
18098,72,Self-emp-not-inc,473748,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,less
18707,73,Self-emp-not-inc,336007,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,less
21750,72,Private,56559,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,less
22755,71,Private,110380,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2467,52,United-States,less
25162,75,Private,104896,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2653,0,20,United-States,less
32034,70,Private,174032,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,less
