Label,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
94,30,Private,117747,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,United-States,less
17370,30,Private,168334,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,United-States,less
28891,30,Private,101345,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,3103,0,55,United-States,more
46998,30,Private,19678,Bachelors,13,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,60,Philippines,more
14116,30,Private,29522,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,less
7045,30,Private,341346,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,less
1648,30,Private,39054,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,less
5903,30,Self-emp-not-inc,243665,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,less
7260,30,Private,231263,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,less
13798,30,Private,54929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,less
13997,30,Private,183620,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,less
14687,30,Private,53285,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,more
17330,30,Private,174789,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,less
18786,30,Private,140790,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,less
19660,30,Private,149507,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,less
34811,30,Private,125228,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,less
46547,30,Private,293931,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,less
22738,30,Private,218551,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,more
23224,30,Private,281030,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,less
