Label,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
14852,17,Self-emp-inc,413557,9th,5,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,less
26190,17,Private,230789,9th,5,Never-married,Sales,Own-child,Black,Male,0,0,22,United-States,less
39124,17,Private,216137,9th,5,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,less
39822,17,Private,172548,9th,5,Never-married,Sales,Own-child,White,Male,0,0,8,United-States,less
1547,17,Private,163494,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,less
3432,17,Private,139183,10th,6,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,less
5368,17,Private,327434,10th,6,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,less
5829,17,Private,27032,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,less
11651,17,Private,140117,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,less
12367,17,Private,163836,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,less
12908,17,Private,75333,10th,6,Never-married,Sales,Own-child,Black,Female,0,0,24,United-States,less
13156,17,Private,108402,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,less
13813,17,Private,195505,10th,6,Never-married,Sales,Own-child,White,Male,0,0,5,United-States,less
14107,17,Private,143331,10th,6,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,less
16097,17,Private,150106,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,less
17487,17,Private,158704,10th,6,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,less
18064,17,Self-emp-inc,181608,10th,6,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,less
18748,17,Self-emp-inc,183784,10th,6,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,less
18801,17,Private,186890,10th,6,Married-civ-spouse,Sales,Own-child,White,Female,0,0,30,United-States,less
22259,17,Private,153035,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,less
25542,17,Private,123335,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,less
25724,17,Private,347322,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,less
